n_jobs,                 3,      7,      14,     30,     665643,     586379,     532054,     429008,     241052,     289485,   ,   ,   ,   ,   ,   ,
percent_alt_jobs,       528889, 562022, 562542, 547387, 569561,     546902,     557588,     471896,     543378,     549624, 447536,   ,   ,   ,   ,   ,
n_machines,             125353, 572911, 464843, 547153, 560812,     329206,     554503,     538368,     524654,     524704,   ,   ,   ,   ,   ,   ,
percent_alt_machines,   563867, 542722, 550882, 572605, 564782,     40607,      40773,      36466,      543583,     534491, 155531,   ,   ,   ,   ,   ,
average_size_task,      111,    545762, 530394, 554284, 443787,     547275,     573697,     498012,     522689,     534532, 551471, 552404, 550193, 555490, 397243, 535963
production_range,       530275, 552238, 564896, 553200, 532196,     564286,     544537,     553287,     570044,     562744, 530994, 560715, 568729,   ,   ,   ,
time_usage,             530298, 515923, 291151, 535389, 544487,     530478,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,
over_time_hours,        111,    565514, 575104, 547609, 547704,     551822,     554144,     551079,     558217,     539372, 376862,   ,   ,   ,   ,   ,
time_out,               35990,  178012, 367500, 542699, 1098891,    1650073,    2188461,    4208530,    10883111,       ,   ,   ,   ,   ,   ,   ,
