n_jobs,                 0,      0,      0,      0,      10,     359,    398,    547,    775,    1056,   ,   ,   ,   ,   ,   ,
percent_alt_jobs,       564,    434,    568,    527,    494,    467,    526,    578,    760,    615,    670,   ,   ,   ,   ,   ,
n_machines,             , 388,    430,    467,    366,    262,    509,    303,    415,    479,   ,   ,   ,   ,   ,   ,
percent_alt_machines,   388,    388,    388,    388,    388,    253,    253,    253,    467,    467,    478,   ,   ,   ,   ,   ,
average_size_task,      0,      467,    655,    1283,   3153,   3502,   6883,   8026,   9166,   9143,   10922,  13887,  14234,  16467,  23924,  29854
production_range,       529,    467,    528,    666,    646,    603,    381,    650,    609,    681,    627,    660,    665,   ,   ,   ,
time_usage,             699,    496,    211,    467,    496,    593,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,
over_time_hours,        0,      26,     91,     210,    293,    364,    431,    467,    467,    509,    600,   ,   ,   ,   ,   ,
time_out,               467,    467,    467,    467,    467,    467,    467,    467,    467,       ,   ,   ,   ,   ,   ,   ,
